model	encoder	prefix	source_cell_line	chrom	subgraph_index	negative_type	auc	ap	n_positive	n_negative	n	mean_score
Comprehensive	sage	valid	K562	chr13	6	SNS	0.11781328	0.32258635	57751	57751	115502	0.60218883
Comprehensive	sage	valid	K562	chr13	7	CNS	0.45308233	0.48035771	46946	46946	93892	0.55278093
Comprehensive	sage	valid	K562	chr13	7	MNS	0.15995149	0.3320068	46946	46946	93892	0.58406875
Comprehensive	sage	valid	K562	chr13	7	SNS	0.1031385	0.32000405	46946	46946	93892	0.59622598
Comprehensive	sage	valid	K562	chr13	8	CNS	0.46277392	0.48454157	45244	45244	90488	0.56043565
Comprehensive	sage	valid	K562	chr13	8	MNS	0.18616526	0.34140651	45244	45244	90488	0.59029596
Comprehensive	sage	valid	K562	chr13	8	SNS	0.1485249	0.32937933	45244	45244	90488	0.59803223
Comprehensive	sage	valid	K562	chr13	9	CNS	0.46731248	0.48598942	40572	40572	81144	0.56950642
Comprehensive	sage	valid	K562	chr13	9	MNS	0.20241019	0.34859248	40572	40572	81144	0.59867867
Comprehensive	sage	valid	K562	chr13	9	SNS	0.19502645	0.34324522	40572	40572	81144	0.60083978
Comprehensive	sage	valid	K562	chr15	0	CNS	0.45022468	0.47399872	15714	15714	31428	0.54739087
Comprehensive	sage	valid	K562	chr15	0	MNS	0.25744398	0.3637956	15714	15714	31428	0.56167296
Comprehensive	sage	valid	K562	chr15	0	SNS	0.10568245	0.32177317	15714	15714	31428	0.58689414
Comprehensive	sage	valid	K562	chr15	1	CNS	0.42645177	0.46097389	62915	62915	125830	0.57022961
Comprehensive	sage	valid	K562	chr15	1	MNS	0.19963425	0.34695488	62915	62915	125830	0.59514052
Comprehensive	sage	valid	K562	chr15	1	SNS	0.15074178	0.32965009	62915	62915	125830	0.60551485
Comprehensive	sage	valid	K562	chr15	10	CNS	0.42450344	0.46428713	85809	85809	171618	0.55986474
Comprehensive	sage	valid	K562	chr15	10	MNS	0.16288873	0.33323834	85809	85809	171618	0.58930167
Comprehensive	sage	valid	K562	chr15	10	SNS	0.094955434	0.31823161	85809	85809	171618	0.60429436
Comprehensive	sage	valid	K562	chr15	11	CNS	0.42041675	0.46158361	92493	92493	184986	0.56098342
Comprehensive	sage	valid	K562	chr15	11	MNS	0.16436478	0.33399538	92493	92493	184986	0.58973914
Comprehensive	sage	valid	K562	chr15	11	SNS	0.091969616	0.31764716	92493	92493	184986	0.60643753
Comprehensive	sage	valid	K562	chr15	12	CNS	0.42097413	0.46103642	88323	88323	176646	0.56204937
Comprehensive	sage	valid	K562	chr15	12	MNS	0.16818224	0.33518382	88323	88323	176646	0.59052907
Comprehensive	sage	valid	K562	chr15	12	SNS	0.1008858	0.31921189	88323	88323	176646	0.6053368
Comprehensive	sage	valid	K562	chr15	13	CNS	0.43118717	0.46600292	77803	77803	155606	0.55262565
Comprehensive	sage	valid	K562	chr15	13	MNS	0.15705491	0.33140529	77803	77803	155606	0.58230814
Comprehensive	sage	valid	K562	chr15	13	SNS	0.084098439	0.31637383	77803	77803	155606	0.59867063
Comprehensive	sage	valid	K562	chr15	14	CNS	0.41678546	0.45849353	93180	93180	186360	0.55887676
Comprehensive	sage	valid	K562	chr15	14	MNS	0.16593962	0.33484371	93180	93180	186360	0.58639078
Comprehensive	sage	valid	K562	chr15	14	SNS	0.086977488	0.31672336	93180	93180	186360	0.60486317
Comprehensive	sage	valid	K562	chr15	15	CNS	0.42359926	0.46106058	83563	83563	167126	0.56829818
Comprehensive	sage	valid	K562	chr15	15	MNS	0.18086172	0.33953898	83563	83563	167126	0.59667666
Comprehensive	sage	valid	K562	chr15	15	SNS	0.13627821	0.32664802	83563	83563	167126	0.60572875
Comprehensive	sage	valid	K562	chr15	16	CNS	0.42989874	0.46579607	77512	77512	155024	0.5598518
Comprehensive	sage	valid	K562	chr15	16	MNS	0.16470694	0.3339029	77512	77512	155024	0.58835479
Comprehensive	sage	valid	K562	chr15	16	SNS	0.10212834	0.31946045	77512	77512	155024	0.60252969
Comprehensive	sage	valid	K562	chr15	2	CNS	0.43285307	0.46640402	64648	64648	129296	0.55986352
Comprehensive	sage	valid	K562	chr15	2	MNS	0.16526604	0.33425964	64648	64648	129296	0.58974094
Comprehensive	sage	valid	K562	chr15	2	SNS	0.10879812	0.32066865	64648	64648	129296	0.60143555
Comprehensive	sage	valid	K562	chr15	3	CNS	0.42991392	0.46574977	74655	74655	149310	0.55698343
Comprehensive	sage	valid	K562	chr15	3	MNS	0.17704358	0.33783665	74655	74655	149310	0.58308189
Comprehensive	sage	valid	K562	chr15	3	SNS	0.10219749	0.31953284	74655	74655	149310	0.59983589
Comprehensive	sage	valid	K562	chr15	4	CNS	0.4280783	0.46612776	87842	87842	175684	0.55211697
Comprehensive	sage	valid	K562	chr15	4	MNS	0.15291806	0.33021276	87842	87842	175684	0.58214674
Comprehensive	sage	valid	K562	chr15	4	SNS	0.074914232	0.3153866	87842	87842	175684	0.60109088
Comprehensive	sage	valid	K562	chr15	5	CNS	0.42849671	0.4643623	90061	90061	180122	0.55055443
Comprehensive	sage	valid	K562	chr15	5	MNS	0.15264851	0.33018077	90061	90061	180122	0.57902122
Comprehensive	sage	valid	K562	chr15	5	SNS	0.070805666	0.3148544	90061	90061	180122	0.59959723
Comprehensive	sage	valid	K562	chr15	6	CNS	0.41988647	0.46107392	85758	85758	171516	0.56179799
Comprehensive	sage	valid	K562	chr15	6	MNS	0.17465655	0.33664175	85758	85758	171516	0.58898263
Comprehensive	sage	valid	K562	chr15	6	SNS	0.11130423	0.32121978	85758	85758	171516	0.60288743
Comprehensive	sage	valid	K562	chr15	7	CNS	0.41931281	0.45597115	79639	79639	159278	0.569341
Comprehensive	sage	valid	K562	chr15	7	MNS	0.18661875	0.34258483	79639	79639	159278	0.59699779
Comprehensive	sage	valid	K562	chr15	7	SNS	0.14828171	0.32967483	79639	79639	159278	0.60488195
Comprehensive	sage	valid	K562	chr15	8	CNS	0.4191513	0.46032092	88407	88407	176814	0.56302799
Comprehensive	sage	valid	K562	chr15	8	MNS	0.17262662	0.33632817	88407	88407	176814	0.59034222
Comprehensive	sage	valid	K562	chr15	8	SNS	0.10418241	0.31989906	88407	88407	176814	0.60540534
Comprehensive	sage	valid	K562	chr15	9	CNS	0.41533879	0.45961111	98234	98234	196468	0.55939592
Comprehensive	sage	valid	K562	chr15	9	MNS	0.16561041	0.33397452	98234	98234	196468	0.58717629
Comprehensive	sage	valid	K562	chr15	9	SNS	0.085111203	0.3166601	98234	98234	196468	0.60622092
GM12878	sage	test_inter	K562	chr14	0	CNS	0.39376332	0.44845853	21677	21677	43354	0.81121673
GM12878	sage	test_inter	K562	chr14	0	MNS	0.17515662	0.33715277	21677	21677	43354	0.86489884
GM12878	sage	test_inter	K562	chr14	0	SNS	0.031643178	0.30962221	21677	21677	43354	0.88668933
GM12878	sage	test_inter	K562	chr14	1	CNS	0.367649	0.44149729	63463	63463	126926	0.8126865
GM12878	sage	test_inter	K562	chr14	1	MNS	0.10777233	0.32036099	63463	63463	126926	0.8751404
GM12878	sage	test_inter	K562	chr14	1	SNS	0.040840601	0.30972726	63463	63463	126926	0.8845373
GM12878	sage	test_inter	K562	chr14	10	CNS	0.38895976	0.45128297	62115	62115	124230	0.85605778
GM12878	sage	test_inter	K562	chr14	10	MNS	0.12212326	0.32355938	62115	62115	124230	0.90241022
GM12878	sage	test_inter	K562	chr14	10	SNS	0.058128644	0.31202492	62115	62115	124230	0.90756928
GM12878	sage	test_inter	K562	chr14	11	CNS	0.37356306	0.44406654	65901	65901	131802	0.83966859
GM12878	sage	test_inter	K562	chr14	11	MNS	0.10919997	0.32049533	65901	65901	131802	0.89165638
GM12878	sage	test_inter	K562	chr14	11	SNS	0.046932119	0.31059629	65901	65901	131802	0.89792318
GM12878	sage	test_inter	K562	chr14	12	CNS	0.39688521	0.45496455	57895	57895	115790	0.85189017
GM12878	sage	test_inter	K562	chr14	12	MNS	0.11960888	0.32248863	57895	57895	115790	0.90111253
GM12878	sage	test_inter	K562	chr14	12	SNS	0.057560137	0.31210449	57895	57895	115790	0.90641112
GM12878	sage	test_inter	K562	chr14	13	CNS	0.43487056	0.47027454	46383	46383	92766	0.8894289
GM12878	sage	test_inter	K562	chr14	13	MNS	0.17534318	0.33737811	46383	46383	92766	0.928318
GM12878	sage	test_inter	K562	chr14	13	SNS	0.15787813	0.33222697	46383	46383	92766	0.92962177
GM12878	sage	test_inter	K562	chr14	14	CNS	0.407829	0.4620059	53930	53930	107860	0.86187636
GM12878	sage	test_inter	K562	chr14	14	MNS	0.12680837	0.32407515	53930	53930	107860	0.90862794
GM12878	sage	test_inter	K562	chr14	14	SNS	0.068856285	0.3136707	53930	53930	107860	0.9124204
GM12878	sage	test_inter	K562	chr14	15	CNS	0.39106315	0.45336494	61081	61081	122162	0.84891709
GM12878	sage	test_inter	K562	chr14	15	MNS	0.12258739	0.32349865	61081	61081	122162	0.89898787
GM12878	sage	test_inter	K562	chr14	15	SNS	0.06521564	0.31281033	61081	61081	122162	0.90389551
GM12878	sage	test_inter	K562	chr14	16	CNS	0.39136241	0.4457014	61487	61487	122974	0.85337716
GM12878	sage	test_inter	K562	chr14	16	MNS	0.14287566	0.32835196	61487	61487	122974	0.90185486
GM12878	sage	test_inter	K562	chr14	16	SNS	0.089289541	0.31642628	61487	61487	122974	0.90665567
GM12878	sage	test_inter	K562	chr14	17	CNS	0.3739568	0.44469172	60818	60818	121636	0.82493037
GM12878	sage	test_inter	K562	chr14	17	MNS	0.10999214	0.32085787	60818	60818	121636	0.88330115
GM12878	sage	test_inter	K562	chr14	17	SNS	0.044972351	0.31022379	60818	60818	121636	0.89093298
GM12878	sage	test_inter	K562	chr14	18	CNS	0.37383557	0.44431941	58268	58268	116536	0.82025562
GM12878	sage	test_inter	K562	chr14	18	MNS	0.10233403	0.31906441	58268	58268	116536	0.88091485
GM12878	sage	test_inter	K562	chr14	18	SNS	0.040656342	0.30981732	58268	58268	116536	0.88877971
GM12878	sage	test_inter	K562	chr14	2	CNS	0.42599944	0.46910519	46796	46796	93592	0.87361362
GM12878	sage	test_inter	K562	chr14	2	MNS	0.14064701	0.32733196	46796	46796	93592	0.91805661
GM12878	sage	test_inter	K562	chr14	2	SNS	0.097522394	0.31826519	46796	46796	93592	0.92045323
GM12878	sage	test_inter	K562	chr14	3	CNS	0.3905667	0.44799315	62728	62728	125456	0.86757269
GM12878	sage	test_inter	K562	chr14	3	MNS	0.1437842	0.3287568	62728	62728	125456	0.90915487
GM12878	sage	test_inter	K562	chr14	3	SNS	0.088253745	0.31639997	62728	62728	125456	0.91311611
GM12878	sage	test_inter	K562	chr14	4	CNS	0.41803286	0.46546222	51168	51168	102336	0.8669163
GM12878	sage	test_inter	K562	chr14	4	MNS	0.13947192	0.32714872	51168	51168	102336	0.91293379
GM12878	sage	test_inter	K562	chr14	4	SNS	0.0841502	0.31593609	51168	51168	102336	0.91624091
GM12878	sage	test_inter	K562	chr14	5	CNS	0.44071103	0.47313321	42604	42604	85208	0.88690909
GM12878	sage	test_inter	K562	chr14	5	MNS	0.17735407	0.33845204	42604	42604	85208	0.92814954
GM12878	sage	test_inter	K562	chr14	5	SNS	0.14815034	0.32934371	42604	42604	85208	0.92940024
GM12878	sage	test_inter	K562	chr14	6	CNS	0.41584473	0.46396387	51023	51023	102046	0.87100617
GM12878	sage	test_inter	K562	chr14	6	MNS	0.15624404	0.33138934	51023	51023	102046	0.91353765
GM12878	sage	test_inter	K562	chr14	6	SNS	0.099889398	0.31860186	51023	51023	102046	0.91767672
GM12878	sage	test_inter	K562	chr14	7	CNS	0.40098272	0.45565688	58423	58423	116846	0.85529892
GM12878	sage	test_inter	K562	chr14	7	MNS	0.13618704	0.32644048	58423	58423	116846	0.90390804
GM12878	sage	test_inter	K562	chr14	7	SNS	0.076088467	0.31443083	58423	58423	116846	0.90867055
GM12878	sage	test_inter	K562	chr14	8	CNS	0.40654685	0.46051364	56076	56076	112152	0.85728712
GM12878	sage	test_inter	K562	chr14	8	MNS	0.12818047	0.32468518	56076	56076	112152	0.90628044
GM12878	sage	test_inter	K562	chr14	8	SNS	0.071026128	0.31383378	56076	56076	112152	0.9101698
GM12878	sage	test_inter	K562	chr14	9	CNS	0.39639862	0.45173332	60515	60515	121030	0.86291819
GM12878	sage	test_inter	K562	chr14	9	MNS	0.13930322	0.3272761	60515	60515	121030	0.90755088
GM12878	sage	test_inter	K562	chr14	9	SNS	0.079735446	0.31499103	60515	60515	121030	0.91177807
GM12878	sage	test_inter	K562	chr22	0	CNS	0.4373944	0.47407113	15458	15458	30916	0.88777194
GM12878	sage	test_inter	K562	chr22	0	MNS	0.24973138	0.3654705	15458	15458	30916	0.92196806
GM12878	sage	test_inter	K562	chr22	0	SNS	0.1880434	0.35465088	15458	15458	30916	0.92648647
GM12878	sage	test_inter	K562	chr22	1	CNS	0.29461002	0.39390699	158780	158780	317560	0.83692009
GM12878	sage	test_inter	K562	chr22	1	MNS	0.11890265	0.32232943	158780	158780	317560	0.87489662
GM12878	sage	test_inter	K562	chr22	1	SNS	0.042084567	0.30990927	158780	158780	317560	0.88690001
GM12878	sage	test_inter	K562	chr22	2	CNS	0.26434463	0.37786809	259290	259290	518580	0.85376244
GM12878	sage	test_inter	K562	chr22	2	MNS	0.13619898	0.3268151	259290	259290	518580	0.88033087
GM12878	sage	test_inter	K562	chr22	2	SNS	0.036948734	0.3096766	259290	259290	518580	0.89252577
GM12878	sage	test_inter	K562	chr22	3	CNS	0.37997075	0.44569199	65975	65975	131950	0.85408302
GM12878	sage	test_inter	K562	chr22	3	MNS	0.11952551	0.32271886	65975	65975	131950	0.90024263
GM12878	sage	test_inter	K562	chr22	3	SNS	0.057920154	0.31187538	65975	65975	131950	0.90547914
GM12878	sage	test_inter	K562	chr22	4	CNS	0.38225121	0.44665054	62098	62098	124196	0.8516517
GM12878	sage	test_inter	K562	chr22	4	MNS	0.12575969	0.32411688	62098	62098	124196	0.89891605
GM12878	sage	test_inter	K562	chr22	4	SNS	0.062881068	0.3125462	62098	62098	124196	0.90425696
GM12878	sage	test_inter	K562	chr22	5	CNS	0.36370758	0.43912731	67378	67378	134756	0.82275902
GM12878	sage	test_inter	K562	chr22	5	MNS	0.098411978	0.31838095	67378	67378	134756	0.88105855
GM12878	sage	test_inter	K562	chr22	5	SNS	0.037942653	0.30947195	67378	67378	134756	0.88897824
GM12878	sage	test_inter	K562	chr22	6	CNS	0.37038001	0.44204975	66073	66073	132146	0.83347656
GM12878	sage	test_inter	K562	chr22	6	MNS	0.10796786	0.32016912	66073	66073	132146	0.88747058
GM12878	sage	test_inter	K562	chr22	6	SNS	0.046207	0.31042551	66073	66073	132146	0.894353
GM12878	sage	test_inter	K562	chr22	7	CNS	0.39963203	0.45470891	55904	55904	111808	0.84669384
GM12878	sage	test_inter	K562	chr22	7	MNS	0.12790223	0.32461473	55904	55904	111808	0.89928473
GM12878	sage	test_inter	K562	chr22	7	SNS	0.072165413	0.31373115	55904	55904	111808	0.90421212
GM12878	sage	test_inter	K562	chr22	8	CNS	0.39712419	0.45397983	55514	55514	111028	0.84485804
GM12878	sage	test_inter	K562	chr22	8	MNS	0.12612878	0.32425397	55514	55514	111028	0.89746636
GM12878	sage	test_inter	K562	chr22	8	SNS	0.069250922	0.31331863	55514	55514	111028	0.90284461
GM12878	sage	test_inter	K562	chrX	0	CNS	0.40039553	0.45579322	50088	50088	100176	0.86019859
GM12878	sage	test_inter	K562	chrX	0	MNS	0.13482989	0.32638864	50088	50088	100176	0.90646388
GM12878	sage	test_inter	K562	chrX	0	SNS	0.070430113	0.31371412	50088	50088	100176	0.91077703
GM12878	sage	test_inter	K562	chrX	1	CNS	0.42791186	0.46619689	50638	50638	101276	0.89396589
GM12878	sage	test_inter	K562	chrX	1	MNS	0.16246917	0.33332294	50638	50638	101276	0.92979608
GM12878	sage	test_inter	K562	chrX	1	SNS	0.13041817	0.32527011	50638	50638	101276	0.93119032
GM12878	sage	test_inter	K562	chrX	10	CNS	0.4083052	0.4605423	53922	53922	107844	0.86924853
GM12878	sage	test_inter	K562	chrX	10	MNS	0.14377187	0.32855037	53922	53922	107844	0.91233032
GM12878	sage	test_inter	K562	chrX	10	SNS	0.088844579	0.31664766	53922	53922	107844	0.91595253
GM12878	sage	test_inter	K562	chrX	11	CNS	0.42476764	0.46951387	29718	29718	59436	0.86373611
GM12878	sage	test_inter	K562	chrX	11	MNS	0.16386124	0.33408523	29718	29718	59436	0.90995448
GM12878	sage	test_inter	K562	chrX	11	SNS	0.066778581	0.31393221	29718	29718	59436	0.9155632
GM12878	sage	test_inter	K562	chrX	12	CNS	0.42532677	0.47312909	19332	19332	38664	0.84961198
GM12878	sage	test_inter	K562	chrX	12	MNS	0.19467057	0.34590001	19332	19332	38664	0.89730128
GM12878	sage	test_inter	K562	chrX	12	SNS	0.052288359	0.31239442	19332	19332	38664	0.90841446
GM12878	sage	test_inter	K562	chrX	13	CNS	0.41646891	0.4622598	52030	52030	104060	0.86538975
GM12878	sage	test_inter	K562	chrX	13	MNS	0.15354167	0.33153542	52030	52030	104060	0.91212867
GM12878	sage	test_inter	K562	chrX	13	SNS	0.10542661	0.31965761	52030	52030	104060	0.91519732
GM12878	sage	test_inter	K562	chrX	14	CNS	0.40466033	0.4583803	54898	54898	109796	0.8608912
GM12878	sage	test_inter	K562	chrX	14	MNS	0.14479637	0.32902511	54898	54898	109796	0.90699289
GM12878	sage	test_inter	K562	chrX	14	SNS	0.087034464	0.31630653	54898	54898	109796	0.91130415
GM12878	sage	test_inter	K562	chrX	15	CNS	0.43696124	0.47380513	45934	45934	91868	0.88784435
GM12878	sage	test_inter	K562	chrX	15	MNS	0.17695092	0.33848991	45934	45934	91868	0.92752773
GM12878	sage	test_inter	K562	chrX	15	SNS	0.14059479	0.3274702	45934	45934	91868	0.92873938
GM12878	sage	test_inter	K562	chrX	16	CNS	0.44310745	0.47697392	39968	39968	79936	0.88846258
GM12878	sage	test_inter	K562	chrX	16	MNS	0.17431435	0.33778801	39968	39968	79936	0.92915538
GM12878	sage	test_inter	K562	chrX	16	SNS	0.15254498	0.33091826	39968	39968	79936	0.92998794
GM12878	sage	test_inter	K562	chrX	17	CNS	0.44669762	0.48047013	37428	37428	74856	0.88962892
GM12878	sage	test_inter	K562	chrX	17	MNS	0.17721017	0.33845617	37428	37428	74856	0.92985021
GM12878	sage	test_inter	K562	chrX	17	SNS	0.14271712	0.32794134	37428	37428	74856	0.93063734
GM12878	sage	test_inter	K562	chrX	18	CNS	0.46532451	0.48762161	30825	30825	61650	0.8871012
GM12878	sage	test_inter	K562	chrX	18	MNS	0.16985003	0.33572179	30825	30825	61650	0.93216155
GM12878	sage	test_inter	K562	chrX	18	SNS	0.16089135	0.33338009	30825	30825	61650	0.93236989
GM12878	sage	test_inter	K562	chrX	19	CNS	0.44089947	0.47232855	42460	42460	84920	0.89999453
GM12878	sage	test_inter	K562	chrX	19	MNS	0.18842295	0.34294623	42460	42460	84920	0.93523224
GM12878	sage	test_inter	K562	chrX	19	SNS	0.17154466	0.33715198	42460	42460	84920	0.93537659
GM12878	sage	test_inter	K562	chrX	2	CNS	0.40907915	0.45940283	56660	56660	113320	0.87061912
GM12878	sage	test_inter	K562	chrX	2	MNS	0.14416564	0.32858169	56660	56660	113320	0.91382437
GM12878	sage	test_inter	K562	chrX	2	SNS	0.08651297	0.31628595	56660	56660	113320	0.91720618
GM12878	sage	test_inter	K562	chrX	20	CNS	0.41324581	0.46353018	50788	50788	101576	0.85459217
GM12878	sage	test_inter	K562	chrX	20	MNS	0.14733591	0.33055941	50788	50788	101576	0.90545757
GM12878	sage	test_inter	K562	chrX	20	SNS	0.091626933	0.3170529	50788	50788	101576	0.90929233
GM12878	sage	test_inter	K562	chrX	21	CNS	0.41750359	0.46563732	50039	50039	100078	0.86327657
GM12878	sage	test_inter	K562	chrX	21	MNS	0.14630023	0.32913074	50039	50039	100078	0.91077471
GM12878	sage	test_inter	K562	chrX	21	SNS	0.095316292	0.31769267	50039	50039	100078	0.91374868
GM12878	sage	test_inter	K562	chrX	22	CNS	0.41530275	0.45767964	54967	54967	109934	0.88207193
GM12878	sage	test_inter	K562	chrX	22	MNS	0.16114155	0.33341166	54967	54967	109934	0.9216186
GM12878	sage	test_inter	K562	chrX	22	SNS	0.13328789	0.32632323	54967	54967	109934	0.92332786
GM12878	sage	test_inter	K562	chrX	23	CNS	0.405691	0.45857605	51834	51834	103668	0.84770275
GM12878	sage	test_inter	K562	chrX	23	MNS	0.13717682	0.32676856	51834	51834	103668	0.89973845
GM12878	sage	test_inter	K562	chrX	23	SNS	0.079148354	0.31485414	51834	51834	103668	0.90511296
GM12878	sage	test_inter	K562	chrX	24	CNS	0.40535204	0.4551415	53099	53099	106198	0.8591379
GM12878	sage	test_inter	K562	chrX	24	MNS	0.14929121	0.33021166	53099	53099	106198	0.90687792
GM12878	sage	test_inter	K562	chrX	24	SNS	0.098008124	0.3180522	53099	53099	106198	0.91080329
GM12878	sage	test_inter	K562	chrX	25	CNS	0.43136023	0.46509707	47187	47187	94374	0.88892266
GM12878	sage	test_inter	K562	chrX	25	MNS	0.17580116	0.3387293	47187	47187	94374	0.92784729
GM12878	sage	test_inter	K562	chrX	25	SNS	0.15665922	0.33288761	47187	47187	94374	0.92935099
GM12878	sage	test_inter	K562	chrX	26	CNS	0.40426587	0.45451064	58339	58339	116678	0.8672182
GM12878	sage	test_inter	K562	chrX	26	MNS	0.14174673	0.32856358	58339	58339	116678	0.91154827
GM12878	sage	test_inter	K562	chrX	26	SNS	0.093525141	0.31775174	58339	58339	116678	0.9147983
GM12878	sage	test_inter	K562	chrX	27	CNS	0.40641844	0.45718633	54185	54185	108370	0.8689627
GM12878	sage	test_inter	K562	chrX	27	MNS	0.14196507	0.3282871	54185	54185	108370	0.91247289
GM12878	sage	test_inter	K562	chrX	27	SNS	0.086216311	0.31620451	54185	54185	108370	0.91586059
GM12878	sage	test_inter	K562	chrX	28	CNS	0.44303455	0.4737942	40118	40118	80236	0.90115848
GM12878	sage	test_inter	K562	chrX	28	MNS	0.18828071	0.34230991	40118	40118	80236	0.93657519
GM12878	sage	test_inter	K562	chrX	28	SNS	0.17450077	0.33742317	40118	40118	80236	0.93689821
GM12878	sage	test_inter	K562	chrX	29	CNS	0.43431972	0.47093244	45195	45195	90390	0.89941231
GM12878	sage	test_inter	K562	chrX	29	MNS	0.17402744	0.33717133	45195	45195	90390	0.93417375
GM12878	sage	test_inter	K562	chrX	29	SNS	0.14367576	0.32819408	45195	45195	90390	0.93497993
GM12878	sage	test_inter	K562	chrX	3	CNS	0.40082442	0.4573641	58765	58765	117530	0.86149018
GM12878	sage	test_inter	K562	chrX	3	MNS	0.13269159	0.32584234	58765	58765	117530	0.90730698
GM12878	sage	test_inter	K562	chrX	3	SNS	0.073920546	0.3142134	58765	58765	117530	0.91135491
GM12878	sage	test_inter	K562	chrX	30	CNS	0.39026304	0.45171415	57089	57089	114178	0.84135794
GM12878	sage	test_inter	K562	chrX	30	MNS	0.11172482	0.32092698	57089	57089	114178	0.8949695
GM12878	sage	test_inter	K562	chrX	30	SNS	0.050552531	0.31111402	57089	57089	114178	0.90077705
GM12878	sage	test_inter	K562	chrX	31	CNS	0.39269714	0.45211632	56907	56907	113814	0.84872515
GM12878	sage	test_inter	K562	chrX	31	MNS	0.11301832	0.32134238	56907	56907	113814	0.8995179
GM12878	sage	test_inter	K562	chrX	31	SNS	0.052177026	0.31126689	56907	56907	113814	0.90497112
GM12878	sage	test_inter	K562	chrX	4	CNS	0.40730856	0.4556618	55777	55777	111554	0.87176271
GM12878	sage	test_inter	K562	chrX	4	MNS	0.15536479	0.33243301	55777	55777	111554	0.9140508
GM12878	sage	test_inter	K562	chrX	4	SNS	0.10605628	0.32013007	55777	55777	111554	0.91715167
GM12878	sage	test_inter	K562	chrX	5	CNS	0.4347009	0.47136078	43965	43965	87930	0.89463658
GM12878	sage	test_inter	K562	chrX	5	MNS	0.16425277	0.33423775	43965	43965	87930	0.93139442
GM12878	sage	test_inter	K562	chrX	5	SNS	0.13666764	0.32694323	43965	43965	87930	0.93205693
GM12878	sage	test_inter	K562	chrX	6	CNS	0.42835184	0.46777684	47533	47533	95066	0.88073767
GM12878	sage	test_inter	K562	chrX	6	MNS	0.16054767	0.33328597	47533	47533	95066	0.92227575
GM12878	sage	test_inter	K562	chrX	6	SNS	0.11857408	0.32241508	47533	47533	95066	0.92433435
GM12878	sage	test_inter	K562	chrX	7	CNS	0.41802447	0.46824135	47637	47637	95274	0.85828772
GM12878	sage	test_inter	K562	chrX	7	MNS	0.12893887	0.32448133	47637	47637	95274	0.90782018
GM12878	sage	test_inter	K562	chrX	7	SNS	0.072939223	0.3142042	47637	47637	95274	0.91170725
GM12878	sage	test_inter	K562	chrX	8	CNS	0.40121474	0.45428912	58367	58367	116734	0.85605137
GM12878	sage	test_inter	K562	chrX	8	MNS	0.13672407	0.32710979	58367	58367	116734	0.90447035
GM12878	sage	test_inter	K562	chrX	8	SNS	0.085933435	0.3160516	58367	58367	116734	0.90877788
GM12878	sage	test_inter	K562	chrX	9	CNS	0.38400965	0.44892122	58552	58552	117104	0.85146453
GM12878	sage	test_inter	K562	chrX	9	MNS	0.12234942	0.32336566	58552	58552	117104	0.8988555
GM12878	sage	test_inter	K562	chrX	9	SNS	0.055856095	0.31177209	58552	58552	117104	0.90441356
GM12878	sage	test_intra	GM12878	chr14	0	CNS	0.35504105	0.43086747	34537	34537	69074	0.79168011
GM12878	sage	test_intra	GM12878	chr14	0	MNS	0.17962266	0.33878518	34537	34537	69074	0.83951253
GM12878	sage	test_intra	GM12878	chr14	0	SNS	0.028473966	0.30908	34537	34537	69074	0.87168596
GM12878	sage	test_intra	GM12878	chr14	1	CNS	0.31713865	0.40915277	119336	119336	238672	0.81144992
GM12878	sage	test_intra	GM12878	chr14	1	MNS	0.11016189	0.32104477	119336	119336	238672	0.86653287
GM12878	sage	test_intra	GM12878	chr14	1	SNS	0.05109652	0.31064662	119336	119336	238672	0.87560992
GM12878	sage	test_intra	GM12878	chr14	10	CNS	0.32389226	0.41199034	135449	135449	270898	0.84084557
GM12878	sage	test_intra	GM12878	chr14	10	MNS	0.10703003	0.32021341	135449	135449	270898	0.88465694
GM12878	sage	test_intra	GM12878	chr14	10	SNS	0.048484398	0.31064855	135449	135449	270898	0.89154907
GM12878	sage	test_intra	GM12878	chr14	11	CNS	0.31182992	0.40656265	142011	142011	284022	0.82648764
GM12878	sage	test_intra	GM12878	chr14	11	MNS	0.10004899	0.31875803	142011	142011	284022	0.87494829
GM12878	sage	test_intra	GM12878	chr14	11	SNS	0.043215533	0.30995727	142011	142011	284022	0.88326163
GM12878	sage	test_intra	GM12878	chr14	12	CNS	0.34217753	0.42388578	117626	117626	235252	0.83196812
GM12878	sage	test_intra	GM12878	chr14	12	MNS	0.1048131	0.31946056	117626	117626	235252	0.88186959
GM12878	sage	test_intra	GM12878	chr14	12	SNS	0.048507997	0.3108006	117626	117626	235252	0.88893084
GM12878	sage	test_intra	GM12878	chr14	13	CNS	0.38480552	0.44112009	97129	97129	194258	0.87523579
GM12878	sage	test_intra	GM12878	chr14	13	MNS	0.15702412	0.33259223	97129	97129	194258	0.91264352
GM12878	sage	test_intra	GM12878	chr14	13	SNS	0.12422262	0.32393022	97129	97129	194258	0.91470541
GM12878	sage	test_intra	GM12878	chr14	14	CNS	0.35330304	0.4301757	111900	111900	223800	0.84285268
GM12878	sage	test_intra	GM12878	chr14	14	MNS	0.11354668	0.32126369	111900	111900	223800	0.88955181
GM12878	sage	test_intra	GM12878	chr14	14	SNS	0.055584245	0.31176754	111900	111900	223800	0.89534273
