image_name,pixel_coords
chr_3_55,"(77, 101)"
chr_3_55,"(0, 45)"
chr_3_55,"(0, 45)"
chr_3_55,"(0, 45)"
chr_3_55,"(0, 31)"
chr_3_55,"(0, 45)"
chr_3_55,"(73, 101)"
chr_3_55,"(31, 101)"
chr_3_55,"(0, 31)"
chr_3_55,"(0, 45)"
chr_3_55,"(101, 113)"
chr_3_56,"(153, 186)"
chr_3_56,"(158, 186)"
chr_3_56,"(150, 186)"
chr_3_56,"(50, 85)"
chr_3_56,"(158, 196)"
chr_3_56,"(150, 196)"
chr_3_56,"(0, 3)"
chr_3_56,"(153, 196)"
chr_3_56,"(0, 3)"
chr_3_56,"(150, 196)"
chr_3_56,"(158, 196)"
chr_3_56,"(0, 3)"
chr_3_56,"(0, 3)"
chr_3_56,"(3, 15)"
chr_3_57,"(180, 196)"
chr_3_57,"(167, 196)"
chr_3_57,"(180, 196)"
chr_3_57,"(164, 196)"
chr_3_57,"(55, 88)"
chr_3_57,"(60, 88)"
chr_3_57,"(161, 196)"
chr_3_57,"(180, 196)"
chr_3_57,"(193, 196)"
chr_3_57,"(52, 88)"
chr_3_57,"(167, 196)"
chr_3_57,"(144, 196)"
chr_3_57,"(161, 196)"
chr_3_57,"(167, 180)"
chr_3_57,"(60, 164)"
chr_3_57,"(164, 196)"
chr_3_57,"(164, 196)"
chr_3_57,"(52, 107)"
chr_3_57,"(167, 196)"
chr_3_57,"(55, 107)"
chr_3_57,"(150, 196)"
chr_3_57,"(52, 144)"
chr_3_57,"(180, 193)"
chr_3_57,"(193, 196)"
chr_3_57,"(60, 144)"
chr_3_57,"(193, 196)"
chr_3_58,"(151, 196)"
chr_3_58,"(82, 147)"
chr_3_58,"(69, 113)"
chr_3_58,"(82, 124)"
chr_3_58,"(66, 113)"
chr_3_58,"(151, 196)"
chr_3_58,"(63, 113)"
chr_3_58,"(82, 113)"
chr_3_58,"(95, 196)"
chr_3_58,"(69, 124)"
chr_3_58,"(46, 124)"
chr_3_58,"(63, 124)"
chr_3_58,"(69, 82)"
chr_3_58,"(0, 66)"
chr_3_58,"(66, 124)"
chr_3_58,"(66, 151)"
chr_3_58,"(0, 9)"
chr_3_58,"(69, 151)"
chr_3_58,"(0, 9)"
chr_3_58,"(124, 189)"
chr_3_58,"(52, 124)"
chr_3_58,"(124, 196)"
chr_3_58,"(0, 46)"
chr_3_58,"(130, 196)"
chr_3_58,"(82, 95)"
chr_3_58,"(95, 113)"
chr_3_58,"(0, 46)"
chr_3_58,"(95, 124)"
chr_3_58,"(130, 196)"
chr_3_59,"(53, 134)"
chr_3_59,"(0, 49)"
chr_3_59,"(0, 15)"
chr_3_59,"(0, 26)"
chr_3_59,"(0, 15)"
chr_3_59,"(134, 171)"
chr_3_59,"(109, 171)"
chr_3_59,"(53, 109)"
chr_3_59,"(147, 159)"
chr_3_59,"(0, 15)"
chr_3_59,"(0, 15)"
chr_3_59,"(0, 140)"
chr_3_59,"(171, 196)"
chr_3_59,"(109, 134)"
chr_3_59,"(147, 171)"
chr_3_59,"(0, 26)"
chr_3_59,"(134, 181)"
chr_3_59,"(109, 181)"
chr_3_59,"(0, 26)"
chr_3_59,"(101, 181)"
chr_3_59,"(171, 196)"
chr_3_59,"(0, 26)"
chr_3_59,"(0, 26)"
chr_3_59,"(0, 53)"
chr_3_59,"(0, 53)"
chr_3_59,"(26, 91)"
chr_3_59,"(0, 26)"
chr_3_59,"(109, 147)"
chr_3_59,"(109, 159)"
chr_3_59,"(26, 117)"
chr_3_59,"(32, 181)"
chr_3_59,"(101, 147)"
chr_3_59,"(147, 181)"
chr_3_59,"(0, 15)"
chr_3_59,"(171, 196)"
chr_3_59,"(0, 26)"
chr_3_59,"(101, 171)"
chr_3_59,"(101, 134)"
chr_3_59,"(171, 196)"
chr_3_59,"(32, 117)"
chr_3_60,"(138, 196)"
chr_3_60,"(0, 36)"
chr_3_60,"(138, 175)"
chr_3_60,"(36, 73)"
chr_3_60,"(11, 73)"
chr_3_60,"(0, 11)"
chr_3_60,"(49, 61)"
chr_3_60,"(0, 42)"
chr_3_60,"(73, 130)"
chr_3_60,"(147, 175)"
chr_3_60,"(11, 36)"
chr_3_60,"(49, 73)"
chr_3_60,"(36, 83)"
chr_3_60,"(11, 83)"
chr_3_60,"(3, 83)"
chr_3_60,"(73, 138)"
chr_3_60,"(175, 196)"
chr_3_60,"(11, 49)"
chr_3_60,"(11, 61)"
chr_3_60,"(0, 19)"
chr_3_60,"(0, 83)"
chr_3_60,"(3, 49)"
chr_3_60,"(49, 83)"
chr_3_60,"(175, 196)"
chr_3_60,"(138, 150)"
chr_3_60,"(73, 125)"
chr_3_60,"(3, 73)"
chr_3_60,"(3, 36)"
chr_3_60,"(73, 196)"
chr_3_60,"(125, 196)"
chr_3_60,"(0, 19)"
chr_3_61,"(40, 107)"
chr_3_61,"(186, 196)"
chr_3_61,"(40, 77)"
chr_3_61,"(0, 32)"
chr_3_61,"(49, 77)"
chr_3_61,"(0, 40)"
chr_3_61,"(77, 111)"
chr_3_61,"(77, 107)"
chr_3_61,"(40, 52)"
chr_3_61,"(0, 27)"
chr_3_61,"(0, 107)"
chr_3_61,"(27, 107)"
chr_3_62,"(0, 9)"
chr_3_62,"(162, 196)"
chr_3_62,"(152, 196)"
chr_3_62,"(88, 162)"
chr_3_62,"(147, 162)"
chr_3_62,"(116, 162)"
chr_3_62,"(147, 196)"
chr_3_62,"(110, 162)"
chr_3_62,"(0, 13)"
chr_3_62,"(162, 179)"
chr_3_62,"(0, 9)"
chr_3_62,"(162, 196)"
chr_3_62,"(162, 196)"
chr_3_62,"(0, 9)"
chr_3_62,"(0, 9)"
chr_3_62,"(147, 196)"
chr_3_62,"(131, 147)"
chr_3_62,"(116, 152)"
chr_3_63,"(181, 196)"
chr_3_63,"(178, 196)"
chr_3_63,"(64, 144)"
chr_3_63,"(54, 144)"
chr_3_63,"(0, 64)"
chr_3_63,"(178, 196)"
chr_3_63,"(49, 64)"
chr_3_63,"(18, 64)"
chr_3_63,"(49, 144)"
chr_3_63,"(12, 64)"
chr_3_63,"(64, 81)"
chr_3_63,"(181, 196)"
chr_3_63,"(127, 144)"
chr_3_63,"(64, 181)"
chr_3_63,"(64, 123)"
chr_3_63,"(178, 196)"
chr_3_63,"(49, 154)"
chr_3_63,"(33, 49)"
chr_3_63,"(18, 54)"
chr_3_64,"(83, 196)"
chr_3_64,"(80, 196)"
chr_3_64,"(0, 46)"
chr_3_64,"(0, 46)"
chr_3_64,"(80, 169)"
chr_3_64,"(158, 196)"
chr_3_64,"(188, 196)"
chr_3_64,"(0, 46)"
chr_3_64,"(158, 196)"
chr_3_64,"(188, 196)"
chr_3_64,"(83, 196)"
chr_3_64,"(29, 46)"
chr_3_64,"(0, 83)"
chr_3_64,"(0, 25)"
chr_3_64,"(80, 196)"
chr_3_64,"(0, 56)"
chr_3_64,"(158, 196)"
chr_3_65,"(0, 150)"
chr_3_65,"(0, 150)"
chr_3_65,"(177, 196)"
chr_3_65,"(180, 196)"
chr_3_65,"(0, 71)"
chr_3_65,"(103, 177)"
chr_3_65,"(131, 180)"
chr_3_65,"(60, 177)"
chr_3_65,"(90, 177)"
chr_3_65,"(188, 196)"
chr_3_65,"(131, 195)"
chr_3_65,"(60, 180)"
chr_3_65,"(195, 196)"
chr_3_65,"(90, 180)"
chr_3_65,"(0, 131)"
chr_3_65,"(180, 196)"
chr_3_65,"(103, 195)"
chr_3_65,"(188, 196)"
chr_3_65,"(131, 177)"
chr_3_65,"(0, 131)"
chr_3_65,"(103, 180)"
chr_3_65,"(195, 196)"
chr_3_65,"(150, 180)"
chr_3_65,"(60, 131)"
chr_3_66,"(0, 52)"
chr_3_66,"(0, 52)"
chr_3_66,"(79, 191)"
chr_3_66,"(82, 196)"
chr_3_66,"(5, 79)"
chr_3_66,"(33, 82)"
chr_3_66,"(0, 79)"
chr_3_66,"(0, 79)"
chr_3_66,"(90, 127)"
chr_3_66,"(33, 97)"
chr_3_66,"(0, 82)"
chr_3_66,"(97, 196)"
chr_3_66,"(0, 82)"
chr_3_66,"(0, 33)"
chr_3_66,"(82, 196)"
chr_3_66,"(5, 97)"
chr_3_66,"(90, 138)"
chr_3_66,"(33, 79)"
chr_3_66,"(0, 33)"
chr_3_66,"(5, 82)"
chr_3_66,"(97, 191)"
chr_3_66,"(52, 82)"
chr_3_66,"(0, 33)"
chr_3_67,"(0, 93)"
chr_3_67,"(0, 98)"
chr_3_67,"(0, 29)"
chr_3_67,"(0, 98)"
chr_3_67,"(0, 102)"
chr_3_67,"(0, 40)"
chr_3_67,"(0, 93)"
chr_3_68,"(0, 4)"
chr_3_68,"(166, 196)"
chr_3_68,"(120, 148)"
chr_3_68,"(166, 196)"
chr_3_69,"(108, 196)"
chr_3_69,"(119, 187)"
chr_3_69,"(68, 108)"
chr_3_69,"(22, 50)"
chr_3_69,"(68, 130)"
chr_3_70,"(10, 116)"
chr_3_70,"(125, 196)"
chr_3_70,"(125, 184)"
chr_3_70,"(21, 89)"
chr_3_70,"(169, 184)"
chr_3_70,"(150, 196)"
chr_3_70,"(150, 196)"
chr_3_70,"(120, 184)"
chr_3_70,"(150, 196)"
chr_3_70,"(184, 196)"
chr_3_70,"(0, 10)"
chr_3_70,"(150, 196)"
chr_3_70,"(0, 32)"
chr_3_70,"(125, 196)"
chr_3_71,"(0, 18)"
chr_3_71,"(27, 108)"
chr_3_71,"(27, 86)"
chr_3_71,"(71, 86)"
chr_3_71,"(52, 108)"
chr_3_71,"(52, 123)"
chr_3_71,"(22, 86)"
chr_3_71,"(52, 117)"
chr_3_71,"(86, 120)"
chr_3_71,"(52, 120)"
chr_3_71,"(27, 169)"
chr_3_71,"(141, 187)"
chr_3_72,"(0, 10)"
chr_3_72,"(0, 10)"
chr_3_72,"(0, 25)"
chr_3_72,"(0, 19)"
chr_3_72,"(0, 22)"
chr_3_72,"(0, 22)"
chr_3_72,"(0, 71)"
chr_3_72,"(43, 89)"
chr_3_73,"(127, 196)"
chr_3_74,"(156, 196)"
chr_3_74,"(131, 196)"
chr_3_74,"(128, 156)"
chr_3_74,"(29, 131)"
chr_3_74,"(131, 156)"
chr_3_74,"(156, 196)"
chr_3_74,"(128, 196)"
chr_3_74,"(156, 196)"
chr_3_74,"(187, 196)"
chr_3_74,"(183, 196)"
chr_3_74,"(128, 196)"
chr_3_75,"(58, 149)"
chr_3_75,"(33, 102)"
chr_3_75,"(30, 58)"
chr_3_75,"(0, 33)"
chr_3_75,"(33, 58)"
chr_3_75,"(58, 102)"
chr_3_75,"(30, 102)"
chr_3_75,"(193, 196)"
chr_3_75,"(58, 108)"
chr_3_75,"(89, 102)"
chr_3_75,"(85, 102)"
chr_3_75,"(30, 108)"
chr_3_76,"(0, 51)"
chr_3_76,"(0, 4)"
chr_3_76,"(0, 4)"
chr_3_76,"(0, 4)"
chr_3_76,"(98, 150)"
chr_3_76,"(95, 150)"
chr_3_76,"(0, 10)"
chr_3_76,"(0, 4)"
chr_3_76,"(0, 4)"
chr_3_76,"(0, 10)"
chr_3_77,"(163, 196)"
chr_3_77,"(0, 52)"
chr_3_77,"(0, 52)"
chr_3_78,"(65, 154)"
chr_3_78,"(131, 162)"
chr_3_78,"(131, 169)"
chr_3_78,"(186, 196)"
chr_3_79,"(0, 56)"
chr_3_79,"(33, 64)"
chr_3_79,"(33, 71)"
chr_3_79,"(88, 196)"
chr_3_80,"(116, 162)"
chr_3_80,"(123, 162)"
chr_3_80,"(113, 168)"
chr_3_80,"(116, 168)"
chr_3_80,"(123, 168)"
chr_3_80,"(123, 174)"
chr_3_80,"(116, 174)"
chr_3_80,"(0, 123)"
chr_3_81,"(112, 196)"
chr_3_81,"(18, 64)"
chr_3_81,"(25, 64)"
chr_3_81,"(15, 70)"
chr_3_81,"(18, 70)"
chr_3_81,"(25, 70)"
chr_3_81,"(25, 76)"
chr_3_81,"(18, 76)"
chr_3_81,"(0, 25)"
chr_3_81,"(101, 143)"
chr_3_82,"(14, 131)"
chr_3_82,"(141, 193)"
chr_3_82,"(3, 45)"
chr_3_83,"(0, 33)"
chr_3_83,"(43, 95)"
chr_3_83,"(119, 196)"
chr_3_83,"(167, 196)"
chr_3_83,"(119, 178)"
chr_3_83,"(113, 178)"
chr_3_83,"(119, 196)"
chr_3_83,"(113, 156)"
chr_3_83,"(119, 164)"
chr_3_83,"(119, 156)"
chr_3_84,"(21, 117)"
chr_3_84,"(69, 135)"
chr_3_84,"(21, 80)"
chr_3_84,"(15, 80)"
chr_3_84,"(21, 135)"
chr_3_84,"(15, 58)"
chr_3_84,"(21, 66)"
chr_3_84,"(21, 58)"
chr_3_85,"(0, 19)"
chr_3_85,"(0, 37)"
chr_3_85,"(0, 37)"
chr_3_87,"(177, 196)"
chr_3_88,"(79, 118)"
chr_3_88,"(193, 196)"
chr_3_88,"(186, 196)"
chr_3_88,"(193, 196)"
chr_3_89,"(0, 20)"
chr_3_89,"(176, 196)"
chr_3_89,"(95, 182)"
chr_3_89,"(176, 196)"
chr_3_89,"(104, 176)"
chr_3_89,"(88, 182)"
chr_3_89,"(176, 196)"
chr_3_89,"(95, 176)"
chr_3_90,"(98, 196)"
chr_3_90,"(158, 196)"
chr_3_90,"(78, 98)"
chr_3_90,"(0, 84)"
chr_3_90,"(78, 107)"
chr_3_90,"(6, 78)"
chr_3_90,"(0, 84)"
chr_3_90,"(78, 193)"
chr_3_90,"(0, 78)"
chr_3_91,"(0, 103)"
chr_3_91,"(60, 103)"
chr_3_91,"(0, 9)"
chr_3_91,"(0, 95)"
chr_3_92,"(0, 5)"
chr_3_92,"(0, 5)"
chr_3_96,"(112, 196)"
chr_3_97,"(14, 172)"
chr_3_97,"(172, 196)"
chr_3_97,"(172, 196)"
chr_3_98,"(0, 74)"
chr_3_98,"(74, 125)"
chr_3_98,"(125, 168)"
chr_3_98,"(74, 116)"
chr_3_98,"(168, 196)"
chr_3_99,"(172, 196)"
chr_3_99,"(0, 27)"
chr_3_99,"(168, 196)"
chr_3_99,"(172, 196)"
chr_3_99,"(149, 196)"
chr_3_99,"(168, 196)"
chr_3_99,"(172, 196)"
chr_3_99,"(172, 196)"
chr_3_99,"(27, 70)"
chr_3_99,"(172, 196)"
chr_3_99,"(0, 18)"
chr_3_99,"(168, 196)"
chr_3_99,"(149, 196)"
chr_3_99,"(70, 168)"
chr_3_99,"(172, 196)"
chr_3_99,"(121, 172)"
chr_3_100,"(74, 180)"
chr_3_100,"(147, 196)"
chr_3_100,"(147, 180)"
chr_3_100,"(70, 102)"
chr_3_100,"(74, 106)"
chr_3_100,"(167, 196)"
chr_3_100,"(51, 102)"
chr_3_100,"(158, 180)"
chr_3_100,"(147, 158)"
chr_3_100,"(70, 106)"
chr_3_100,"(180, 196)"
chr_3_100,"(74, 134)"
chr_3_100,"(74, 102)"
chr_3_100,"(74, 196)"
chr_3_100,"(70, 134)"
chr_3_100,"(51, 180)"
chr_3_100,"(0, 70)"
chr_3_100,"(74, 196)"
chr_3_100,"(23, 74)"
chr_3_100,"(192, 196)"
chr_3_101,"(0, 82)"
chr_3_101,"(180, 196)"
chr_3_101,"(180, 196)"
chr_3_101,"(180, 196)"
chr_3_101,"(180, 196)"
chr_3_101,"(180, 196)"
chr_3_101,"(180, 196)"
chr_3_101,"(180, 196)"
chr_3_101,"(180, 196)"
chr_3_101,"(49, 180)"
chr_3_101,"(49, 82)"
chr_3_101,"(0, 4)"
chr_3_101,"(0, 8)"
chr_3_101,"(69, 180)"
chr_3_101,"(180, 196)"
chr_3_101,"(0, 4)"
chr_3_101,"(60, 82)"
chr_3_101,"(49, 60)"
chr_3_101,"(0, 8)"
chr_3_101,"(82, 180)"
chr_3_101,"(0, 36)"
chr_3_101,"(0, 4)"
chr_3_101,"(158, 196)"
chr_3_101,"(0, 113)"
chr_3_101,"(0, 36)"
chr_3_101,"(0, 82)"
chr_3_101,"(0, 155)"
chr_3_101,"(174, 196)"
chr_3_101,"(94, 180)"
chr_3_101,"(174, 196)"
chr_3_102,"(82, 133)"
chr_3_102,"(173, 196)"
chr_3_102,"(82, 168)"
chr_3_102,"(162, 173)"
chr_3_102,"(128, 196)"
chr_3_102,"(82, 128)"
chr_3_102,"(82, 149)"
chr_3_102,"(177, 196)"
chr_3_102,"(82, 187)"
chr_3_102,"(82, 190)"
chr_3_102,"(133, 149)"
chr_3_102,"(82, 162)"
chr_3_102,"(82, 196)"
chr_3_102,"(0, 82)"
chr_3_102,"(133, 162)"
chr_3_102,"(128, 187)"
chr_3_102,"(0, 82)"
chr_3_102,"(82, 195)"
chr_3_102,"(133, 177)"
chr_3_102,"(133, 187)"
chr_3_102,"(128, 168)"
chr_3_102,"(133, 173)"
chr_3_102,"(128, 177)"
chr_3_102,"(142, 168)"
chr_3_102,"(128, 190)"
chr_3_102,"(0, 82)"
chr_3_102,"(128, 173)"
chr_3_102,"(133, 168)"
chr_3_102,"(107, 128)"
chr_3_102,"(60, 133)"
chr_3_102,"(142, 162)"
chr_3_102,"(107, 133)"
chr_3_102,"(128, 162)"
chr_3_102,"(195, 196)"
chr_3_102,"(0, 15)"
chr_3_102,"(128, 149)"
chr_3_102,"(149, 162)"
chr_3_102,"(133, 190)"
chr_3_102,"(0, 57)"
chr_3_102,"(76, 190)"
chr_3_102,"(0, 82)"
chr_3_102,"(142, 187)"
chr_3_102,"(142, 177)"
chr_3_102,"(142, 173)"
chr_3_102,"(76, 128)"
chr_3_103,"(0, 35)"
chr_3_103,"(75, 171)"
chr_3_103,"(0, 70)"
chr_3_103,"(64, 75)"
chr_3_103,"(30, 160)"
chr_3_103,"(0, 30)"
chr_3_103,"(0, 51)"
chr_3_103,"(79, 171)"
chr_3_103,"(0, 89)"
chr_3_103,"(185, 196)"
chr_3_103,"(0, 92)"
chr_3_103,"(35, 51)"
chr_3_103,"(0, 64)"
chr_3_103,"(0, 112)"
chr_3_103,"(35, 64)"
chr_3_103,"(30, 89)"
chr_3_103,"(171, 196)"
chr_3_103,"(185, 196)"
chr_3_103,"(171, 196)"
chr_3_103,"(0, 97)"
chr_3_103,"(142, 171)"
chr_3_103,"(35, 79)"
chr_3_103,"(35, 89)"
chr_3_103,"(30, 70)"
chr_3_103,"(35, 75)"
chr_3_103,"(30, 79)"
chr_3_103,"(171, 185)"
chr_3_103,"(44, 70)"
chr_3_103,"(160, 196)"
chr_3_103,"(30, 92)"
chr_3_103,"(30, 75)"
chr_3_103,"(126, 171)"
chr_3_103,"(160, 171)"
chr_3_103,"(35, 70)"
chr_3_103,"(9, 30)"
chr_3_103,"(0, 35)"
chr_3_103,"(44, 64)"
chr_3_103,"(9, 35)"
chr_3_103,"(30, 64)"
chr_3_103,"(160, 196)"
chr_3_103,"(97, 171)"
chr_3_103,"(171, 196)"
chr_3_103,"(30, 51)"
chr_3_103,"(51, 64)"
chr_3_103,"(171, 196)"
chr_3_103,"(171, 196)"
chr_3_103,"(35, 92)"
chr_3_103,"(136, 171)"
chr_3_103,"(136, 196)"
chr_3_103,"(142, 196)"
chr_3_103,"(0, 92)"
chr_3_103,"(44, 89)"
chr_3_103,"(44, 79)"
chr_3_103,"(44, 75)"
chr_3_103,"(0, 30)"
chr_3_104,"(0, 73)"
chr_3_104,"(0, 62)"
chr_3_104,"(0, 73)"
chr_3_104,"(87, 133)"
chr_3_104,"(0, 14)"
chr_3_104,"(73, 115)"
chr_3_104,"(87, 115)"
chr_3_104,"(73, 133)"
chr_3_104,"(44, 73)"
chr_3_104,"(73, 87)"
chr_3_104,"(62, 161)"
chr_3_104,"(28, 73)"
chr_3_104,"(62, 73)"
chr_3_104,"(62, 133)"
chr_3_104,"(0, 73)"
chr_3_104,"(73, 161)"
chr_3_104,"(73, 188)"
chr_3_104,"(164, 196)"
chr_3_104,"(73, 183)"
chr_3_104,"(164, 196)"
chr_3_104,"(161, 196)"
chr_3_104,"(38, 73)"
chr_3_104,"(38, 161)"
chr_3_104,"(44, 145)"
chr_3_105,"(0, 35)"
chr_3_105,"(0, 17)"
chr_3_105,"(0, 17)"
chr_3_105,"(0, 35)"
chr_3_105,"(0, 63)"
chr_3_105,"(0, 35)"
chr_3_105,"(0, 63)"
chr_3_105,"(0, 90)"
chr_3_105,"(66, 179)"
chr_3_105,"(0, 85)"
chr_3_105,"(66, 194)"
chr_3_105,"(63, 179)"
chr_3_105,"(0, 63)"
chr_3_105,"(0, 47)"
chr_3_106,"(0, 81)"
chr_3_106,"(0, 96)"
chr_3_106,"(0, 81)"
chr_3_106,"(130, 186)"
chr_3_106,"(130, 171)"
chr_3_107,"(171, 196)"
chr_3_107,"(171, 196)"
chr_3_107,"(98, 149)"
chr_3_107,"(149, 196)"
chr_3_107,"(176, 196)"
chr_3_107,"(117, 149)"
chr_3_107,"(113, 196)"
chr_3_107,"(113, 139)"
chr_3_107,"(32, 88)"
chr_3_107,"(176, 196)"
chr_3_107,"(32, 73)"
chr_3_108,"(73, 175)"
chr_3_108,"(101, 196)"
chr_3_108,"(73, 151)"
chr_3_108,"(0, 51)"
chr_3_108,"(113, 175)"
chr_3_108,"(51, 151)"
chr_3_108,"(101, 175)"
chr_3_108,"(78, 151)"
chr_3_108,"(19, 51)"
chr_3_108,"(15, 196)"
chr_3_108,"(15, 41)"
chr_3_108,"(78, 101)"
chr_3_109,"(0, 77)"
chr_3_109,"(3, 99)"
chr_3_109,"(0, 53)"
chr_3_109,"(15, 77)"
chr_3_109,"(0, 53)"
chr_3_109,"(3, 77)"
chr_3_109,"(168, 196)"
chr_3_109,"(0, 53)"
chr_3_109,"(135, 196)"
chr_3_109,"(0, 99)"
chr_3_109,"(168, 182)"
chr_3_109,"(168, 196)"
chr_3_109,"(0, 3)"
chr_3_110,"(0, 1)"
chr_3_110,"(163, 196)"
chr_3_110,"(166, 183)"
chr_3_110,"(163, 183)"
chr_3_110,"(70, 111)"
chr_3_110,"(163, 196)"
chr_3_110,"(166, 179)"
chr_3_110,"(37, 196)"
chr_3_110,"(166, 196)"
chr_3_110,"(179, 196)"
chr_3_110,"(0, 1)"
chr_3_110,"(166, 196)"
chr_3_110,"(70, 84)"
chr_3_110,"(70, 166)"
chr_3_110,"(166, 196)"
chr_3_110,"(183, 196)"
chr_3_110,"(163, 196)"
chr_3_110,"(111, 149)"
chr_3_111,"(65, 132)"
chr_3_111,"(68, 85)"
chr_3_111,"(65, 85)"
chr_3_111,"(0, 13)"
chr_3_111,"(65, 113)"
chr_3_111,"(68, 81)"
chr_3_111,"(0, 113)"
chr_3_111,"(68, 138)"
chr_3_111,"(81, 132)"
chr_3_111,"(68, 113)"
chr_3_111,"(0, 68)"
chr_3_111,"(68, 132)"
chr_3_111,"(85, 113)"
chr_3_111,"(65, 138)"
chr_3_111,"(13, 51)"
chr_3_112,"(0, 34)"
chr_3_112,"(0, 15)"
chr_3_112,"(0, 15)"
chr_3_112,"(0, 40)"
chr_3_112,"(0, 34)"
chr_3_112,"(0, 15)"
chr_3_112,"(0, 34)"
chr_3_112,"(0, 15)"
chr_3_112,"(0, 40)"
chr_3_114,"(182, 196)"
chr_3_114,"(182, 196)"
chr_3_114,"(182, 196)"
chr_3_114,"(182, 196)"
chr_3_114,"(156, 196)"
chr_3_114,"(182, 196)"
chr_3_114,"(156, 196)"
chr_3_114,"(156, 182)"
chr_3_114,"(182, 196)"
chr_3_114,"(156, 196)"
chr_3_114,"(182, 196)"
chr_3_114,"(156, 196)"
chr_3_114,"(156, 196)"
chr_3_114,"(182, 196)"
chr_3_114,"(156, 196)"
chr_3_114,"(156, 196)"
chr_3_115,"(84, 196)"
chr_3_115,"(84, 191)"
chr_3_115,"(84, 131)"
chr_3_115,"(84, 166)"
chr_3_115,"(58, 131)"
chr_3_115,"(84, 127)"
chr_3_115,"(58, 144)"
chr_3_115,"(58, 84)"
chr_3_115,"(84, 144)"
chr_3_115,"(131, 161)"
chr_3_115,"(101, 131)"
chr_3_115,"(127, 166)"
chr_3_115,"(127, 161)"
chr_3_115,"(131, 176)"
chr_3_115,"(131, 166)"
chr_3_115,"(155, 196)"
chr_3_115,"(58, 161)"
chr_3_115,"(187, 196)"
chr_3_115,"(101, 127)"
chr_3_115,"(84, 196)"
chr_3_115,"(176, 187)"
chr_3_115,"(58, 191)"
chr_3_115,"(58, 101)"
chr_3_115,"(127, 191)"
chr_3_115,"(84, 161)"
chr_3_115,"(131, 196)"
chr_3_115,"(58, 127)"
chr_3_115,"(58, 196)"
chr_3_115,"(155, 196)"
chr_3_115,"(155, 196)"
chr_3_115,"(187, 196)"
chr_3_116,"(0, 103)"
chr_3_116,"(0, 93)"
chr_3_116,"(100, 158)"
chr_3_116,"(0, 33)"
chr_3_116,"(0, 68)"
chr_3_116,"(0, 33)"
chr_3_116,"(0, 29)"
chr_3_116,"(0, 46)"
chr_3_116,"(0, 46)"
chr_3_116,"(33, 63)"
chr_3_116,"(3, 33)"
chr_3_116,"(29, 68)"
chr_3_116,"(29, 63)"
chr_3_116,"(33, 78)"
chr_3_116,"(33, 68)"
chr_3_116,"(57, 100)"
chr_3_116,"(0, 63)"
chr_3_116,"(164, 196)"
chr_3_116,"(89, 141)"
chr_3_116,"(3, 29)"
chr_3_116,"(0, 100)"
chr_3_116,"(188, 196)"
chr_3_116,"(78, 89)"
chr_3_116,"(0, 93)"
chr_3_116,"(103, 114)"
chr_3_116,"(100, 114)"
chr_3_116,"(100, 124)"
chr_3_116,"(0, 3)"
chr_3_116,"(29, 93)"
chr_3_116,"(103, 124)"
chr_3_116,"(0, 63)"
chr_3_116,"(33, 141)"
chr_3_116,"(0, 29)"
chr_3_116,"(0, 100)"
chr_3_116,"(57, 103)"
chr_3_116,"(57, 141)"
chr_3_116,"(89, 124)"
chr_3_117,"(0, 5)"
chr_3_117,"(2, 60)"
chr_3_117,"(127, 196)"
chr_3_117,"(114, 196)"
chr_3_117,"(152, 196)"
chr_3_117,"(0, 2)"
chr_3_117,"(174, 196)"
chr_3_117,"(152, 196)"
chr_3_117,"(66, 196)"
chr_3_117,"(0, 43)"
chr_3_117,"(0, 2)"
chr_3_117,"(90, 196)"
chr_3_117,"(5, 16)"
chr_3_117,"(2, 16)"
chr_3_117,"(2, 26)"
chr_3_117,"(5, 26)"
chr_3_117,"(114, 196)"
chr_3_117,"(0, 43)"
chr_3_117,"(114, 196)"
chr_3_117,"(0, 2)"
chr_3_117,"(114, 196)"
chr_3_117,"(0, 5)"
chr_3_117,"(0, 43)"
chr_3_117,"(0, 26)"
chr_3_118,"(116, 196)"
chr_3_118,"(29, 116)"
chr_3_118,"(16, 123)"
chr_3_118,"(54, 116)"
chr_3_118,"(76, 123)"
chr_3_118,"(54, 123)"
chr_3_118,"(0, 116)"
chr_3_118,"(0, 116)"
chr_3_118,"(116, 196)"
chr_3_118,"(16, 116)"
chr_3_118,"(148, 196)"
chr_3_118,"(16, 141)"
chr_3_118,"(187, 196)"
chr_3_118,"(16, 152)"
chr_3_119,"(18, 113)"
chr_3_119,"(0, 18)"
chr_3_119,"(0, 25)"
chr_3_119,"(0, 18)"
chr_3_119,"(132, 196)"
chr_3_119,"(102, 166)"
chr_3_119,"(132, 196)"
chr_3_119,"(0, 25)"
chr_3_119,"(0, 25)"
chr_3_119,"(0, 18)"
chr_3_119,"(0, 18)"
chr_3_119,"(18, 99)"
chr_3_119,"(0, 18)"
chr_3_119,"(50, 113)"
chr_3_119,"(0, 43)"
chr_3_119,"(89, 113)"
chr_3_119,"(0, 54)"
chr_3_119,"(113, 196)"
chr_3_120,"(0, 15)"
chr_3_120,"(34, 118)"
chr_3_120,"(4, 68)"
chr_3_120,"(34, 131)"
chr_3_120,"(0, 1)"
chr_3_120,"(0, 15)"
chr_3_120,"(0, 15)"
chr_3_120,"(15, 110)"
chr_3_121,"(146, 196)"
